75;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;-150;40;
75;-37,3971772486089;-81,7660313192279;-102,578233982299;-113,925383285182;-120,87877987255;-125,519731682499;-128,814067891999;-131,260063820528;-133,138084687774;-134,617235463864;-135,80533424013;-136,774264013366;-137,573722432535;-138,239107354668;-138,796255734938;-139,264405755463;-139,658110837171;-139,988511401908;-140,264199623768;-140,491818248082;-140,676480570284;-140,822066617692;-140,931430909292;-141,006544678149;-141,048587185829;-141,057995004286;-141,034473808222;-140,976973576;-140,883624563825;-140,751627441142;-140,577085891504;-140,35476285135;-140,077730895836;-139,736870588135;-139,320143483126;-138,811520842262;-138,189369568809;-137,423952760396;-136,47342968796;-135,277198484923;-133,744286825874;-131,731945367681;-129,003449721576;-125,13804242338;-119,320124662024;-109,792121898341;-92,2715633848707;-54,858827478522;40;
75;7,17730871429291;-37,0887301675681;-64,6215388621125;-82,2445403214073;-94,0700339486837;-102,386124045182;-108,476545936756;-113,088207847407;-116,675191156574;-119,525732670085;-121,830116484967;-123,718358041671;-125,281965818389;-126,586994978309;-127,682155316076;-128,604006949742;-129,380382560827;-130,032695765211;-130,577529622066;-131,02774726084;-131,393276871069;-131,681668757709;-131,898488032818;-132,047584476169;-132,131266321299;-132,150394295918;-132,104404315059;-131,991260512139;-131,807333781366;-131,547193715809;-131,203292599034;-130,765507328628;-130,220486321214;-129,550719466627;-128,73320302382;-127,737495487525;-126,52283201066;-125,033740653548;-123,19319901699;-120,89161430733;-117,96844989449;-114,180406407464;-109,144094201288;-102,228807535191;-92,3504839029393;-77,5768952712809;-54,4353552447513;-17,163762458046;40;
75;28,1951604735764;-9,14461355305271;-36,5745769080391;-56,3611070617079;-70,7705784392353;-81,4780695525201;-89,6176831507737;-95,9409623662554;-100,94872381046;-104,980444684871;-108,271190574597;-110,987346369404;-113,249175674641;-115,1452803045;-116,742043956386;-118,089922793698;-119,227716469579;-120,185519240516;-120,986790392433;-121,6498245642;-122,188804168823;-122,614553860677;-122,93507671883;-123,155925062499;-123,280440432203;-123,309884021147;-123,243468593346;-123,078294159895;-122,809181174447;-122,428385567848;-121,925168189305;-121,285175290318;-120,489563797963;-119,513770893038;-118,325774679063;-116,883609527372;-115,131765631884;-112,995882321703;-110,374778233712;-107,128245637624;-103,058004786797;-97,8775358054733;-91,1640112958748;-82,2828192812697;-70,2762433922309;-53,7296957270495;-30,7292313895478;0,639129807170121;40;
75;39,7480566014098;8,88990115489059;-16,1707403551516;-35,8543331938088;-51,1726263963375;-63,1373582234804;-72,5745872353564;-80,1086616703023;-86,197748273827;-91,1756375805217;-95,28644523194;-98,7103644814213;-101,581951840449;-104,002908459264;-106,050996965401;-107,7862935854;-109,25560849474;-110,495640646885;-111,535249724467;-112,397104143257;-113,098881126128;-113,654139062556;-114,072944394509;-114,362308953411;-114,526474923403;-114,567070668853;-114,483149617929;-114,271114806139;-113,924522361351;-113,433747000196;-112,785480194805;-111,962015366796;-110,940251897873;-109,690317423722;-108,173660566529;-106,340396103058;-104,125579988552;-101,443936526013;-98,1823346950477;-94,1890007889673;-89,2580829910303;-83,1079108320466;-75,351698302386;-65,4622486517771;-52,7419600162029;-36,3363709273011;-15,3909567768345;10,4495445881127;40;
75;46,9074458443803;21,1274075314503;-1,14322397371661;-19,7119192090439;-34,9271052437452;-47,3228565667169;-57,4332242390956;-65,7198372543955;-72,5564100439541;-78,2363463466341;-82,9870589508475;-86,9842619272259;-90,3640200592015;-93,2322125655668;-95,6717234857556;-97,7478226250486;-99,5121692227964;-101,005788101923;-102,261284459208;-103,304493766029;-104,155709494626;-104,830591319355;-105,340826940876;-105,694598895897;-105,896891354405;-105,9496592035;-105,851871306589;-105,599430610387;-105,184964793394;-104,597471478797;-103,821790657975;-102,837862673026;-101,619711351401;-100,134066705122;-98,3385075724803;-96,1789590348258;-93,5863204749276;-90,4719294573526;-86,721496951117;-82,1871225550758;-76,6771262874206;-69,9439867947163;-61,6722569136296;-51,4721511894777;-38,8926379109222;-23,4825862368906;-4,94756646830495;16,550098536981;40;
75;51,7548690704456;29,8564728927284;10,1837332947854;-6,92124310057399;-21,4988817318884;-33,7912737660065;-44,1128691938989;-52,7780761048576;-60,0685565844127;-66,223009662907;-71,4378529244532;-75,8722698790382;-79,6543662539161;-82,8870039023721;-85,6528010892529;-88,0182103734624;-90,036756129238;-91,7515661555489;-93,1973331306303;-94,4018239755761;-95,3870328422927;-96,170052237409;-96,7637186147975;-97,177073807728;-97,4156714683508;-97,4817475806996;-97,3742654390456;-97,0888375967737;-96,6175195867253;-95,9484620995802;-95,065399180194;-93,946939245952;-92,5656127560634;-90,8866147515399;-88,866162384223;-86,449368531112;-83,5675175331566;-80,1346301097499;-76,0432486797431;-71,1595185042345;-65,3179967523906;-58,3173984765484;-49,9200299966262;-39,8604265832838;-27,8729803552845;-13,7530910247594;2,53362795050253;20,6986028531482;40;
75;55,2564897583228;36,3614973449544;18,945217544801;3,34503558833319;-10,3523524503449;-22,2263731869469;-32,4442859910057;-41,2059895764309;-48,7113157879632;-55,1435800170302;-60,6631576454347;-65,4065435388045;-69,4880466992662;-73,0025058513466;-76,028188699529;-78,6294850287018;-80,8592439703842;-82,7607256630389;-84,3691916500554;-85,7131783179681;-86,8155009353863;-87,6940316327449;-88,3622876155965;-88,8298582270225;-89,1026920870842;-89,1832587137264;-89,0705927325183;-88,7602228327632;-88,2439817921152;-87,5096879374876;-86,5406821516897;-85,3151979123192;-83,8055350699759;-81,9770018935532;-79,7865861707727;-77,1813187670881;-74,0963097932894;-70,4524831430741;-66,1541363427733;-61,0866553860299;-55,1150919985327;-48,0849668225154;-39,8277037122639;-30,1745316773147;-18,9841160499003;-6,18918035685619;8,13736651329774;23,7110014236042;40;
75;57,9110346690883;41,3902870116702;25,8941027098514;11,7130067346546;-1,02376638259568;-12,311283014132;-22,2248172130831;-30,8824737757713;-38,418710394;-44,9678861362977;-50,655275783599;-55,5929894907332;-59,8788202515083;-63,5966787074421;-66,817781537655;-69,6021098206199;-71,999876204545;-74,0528726701904;-75,795645959183;-77,2564878974524;-78,4582474861578;-79,4189797456737;-80,1524481868777;-80,6684964740743;-80,9733019994153;-81,0695205830311;-80,9563277749324;-80,6293584565132;-80,0805427083298;-79,2978323032395;-78,2648088559783;-76,9601619633845;-75,3570243297576;-73,4221522832065;-71,114946796206;-68,3863265975537;-65,177498782197;-61,4187358279519;-57,0283801293539;-51,9124849422336;-45,9657962589308;-39,0752079519957;-31,1273604248166;-22,0225452569277;-11,6970782146145;-0,154877742143291;12,4952831730351;26,008521997144;40;
75;59,999452554835;45,3980839894975;31,5329277766942;18,6430965621527;6,8633541428156;-3,76111596951398;-13,2509937754516;-21,6690793188196;-29,1009158640788;-35,6408969118331;-41,3832790420587;-46,4169394389588;-50,8227168787085;-54,6723998397999;-58,0286880038765;-60,9456774500534;-63,4695863774089;-65,639552337442;-67,4884058967883;-69,0433713865131;-70,3266724388956;-71,3560351560047;-72,1450895551668;-72,7036733319788;-73,0380428092548;-73,1509953263406;-73,0419059539933;-72,7066797286585;-72,1376188987463;-71,3232032606176;-70,2477809143725;-68,8911672739516;-67,2281528729704;-65,2279269652594;-62,8534366027699;-60,0607236273756;-56,7983205656475;-53,0068487933048;-48,6190586726443;-43,5606919398094;-37,7527357486512;-31,1158594762154;-23,5780152265746;-15,0861828362381;-5,62274768025372;4,77443200909767;15,9919782140433;27,8285003718382;40;
